filename,page_number,sentence,aspect,aspect_category,ontology_uri,sentiment,tone,confidence
Annual_Report_CITA_2023.pdf,185,Employee benefits liabilities are disclosed in Note 20.,employee benefits,S,GRI405,neutral,Outcome,0.9
Annual_Report_CITA_2023.pdf,186,The Company and its Subsidiaries consider the interest rates of high-quality corporate bonds (or government bonds) in the currency of payment for determining discount rates for pension obligations.,discount rate determination for pension liabilities,S,GRI115,neutral,Action,0.85
Annual_Report_CITA_2023.pdf,186,Management estimates the useful lives of fixed assets between 4 to 20 years based on industry common life expectations.,fixed asset depreciation policies,G,GRI2,neutral,Action,0.8
Annual_Report_CITA_2023.pdf,186,"Deferred tax assets are recognized only when it is considered more likely than not that they will be recovered, dependent on future profitable operations.",deferred tax asset recognition,G,GRI26,neutral,Outcome,0.75
Annual_Report_CITA_2023.pdf,187,"Changes in estimated reserves and resources may affect the Company and its Subsidiaries' financial results and financial position, including environmental provisions.",environmental provisions,E,GRI305,neutral,Outcome,0.8
Annual_Report_CITA_2023.pdf,187,Accounting policy for exploration expenditures results in capitalization of certain items for an area of interest.,accounting policy,G,GRI301,positive,Commitment,0.9
Annual_Report_CITA_2023.pdf,188,"Rehabilitasi tambang akan dilakukan selama beberapa tahun mendatang dan persyaratan atas rehabilitasi ini akan terus berubah untuk memenuhi ekspektasi politik, lingkungan, keamanan, dan publik.",environmental rehabilitation,E,GRI308,neutral,Commitment,0.85
Annual_Report_CITA_2023.pdf,188,"Penyisihan Liabilitas Pengelolaan dan Reklamasi Lingkungan Hidup Seperti yang diungkapkan pada Catatan 2p, biaya rehabilitasi tambang selama tahap produksi dibebankan pada beban pokok pendapatan pada saat kewajiban berkaitan dengan pemulihan tersebut timbul selama proses penambangan.",environmental and reclamation liabilities,E,GRI305,neutral,Action,0.83
Annual_Report_CITA_2023.pdf,190,"Jumlah Kas dan Bank Pada tanggal 31 Desember 2023 dan 2022, tidak terdapat kas dan bank Perusahaan dan Entitas Anak yang dibatasi penggunaannya atau ditempatkan pada pihak-pihak berelasi.",governance,G,GRI703,positive,Outcome,0.9
Annual_Report_CITA_2023.pdf,192,"Management believes that all of the other receivables are fully collectible hence, no allowance for impairment of other receivables is necessary.",Receivables Collectibility,G,GRI303,positive,Commitment,0.92
Annual_Report_CITA_2023.pdf,192,"Management believes that the risk of loss in inventories from the risk of fire, explosion, lightning, and other natural disasters is considered low, accordingly inventories are not insured to cover possible losses arising from various risks.",Inventory Risk Management,G,GRI304,positive,Commitment,0.89
Annual_Report_CITA_2023.pdf,192,The management believes that the carrying value of inventories do not exceed its net realizable value.,Inventory Valuation Accuracy,G,GRI303,positive,Commitment,0.91
Annual_Report_CITA_2023.pdf,192,"As of December 31, 2023 and 2022, inventories amounted to Rp 627,166,253,125 and Rp 584,788,094,607, are pledged as collateral to the loan facilities obtained from DBS Bank Ltd., Oversea-Chinese Banking Corporation Ltd. and PT Bank OCBC NISP Tbk.",Collateralized Inventory Disclosure,G,GRI304,neutral,Action,0.78
Annual_Report_CITA_2023.pdf,194,"The Company has made the Disclosure of Information in its Letter No. 199/CITA/XII/2023 dated December 22, 2023 to Financial Service Authority regarding the sale of heavy equipments, vehicles, machines and equipment to related parties.",governance,G,GRI10101,positive,Commitment,0.95
Annual_Report_CITA_2023.pdf,195,Management believes that total insurance coverage is adequate to cover any possible losses that may arise from such risks.,risk management,G,GRI308,positive,Outcome,0.85
Annual_Report_CITA_2023.pdf,195,"Management believes that the carrying values of all the assets are fully recoverable, hence no writedown for impairment in asset values is necessary.",asset recoverability,G,GRI307,positive,Outcome,0.82
Annual_Report_CITA_2023.pdf,198,The investment in WHWAR is one of the Company's management strategy in complying with the provisions of the Law No. 3 Year 2020 on Amendment to Law No. 4 Year 2009 on concerning the Mineral and Coal Mining and other related rules and regulations.,compliance,G,GRI302,positive,Commitment,0.9
Annual_Report_CITA_2023.pdf,198,"The Company has made Disclosure of Information in its Letter No. 196/CITA/XII/2022 dated December 22, 2022 to Financial Service Authority (""OJK"") and the Indonesia Stock Exchange.",disclosure,G,GRI302,positive,Commitment,0.95
Annual_Report_CITA_2023.pdf,198,"The Company has made Disclosure of Information in its Letter No. 084/CITA/IV/2023 dated April 17, 2023 to Financial Service Authority (""OJK"") and the Indonesia Stock Exchange.",disclosure,G,GRI302,positive,Commitment,0.95
Annual_Report_CITA_2023.pdf,199,"PT CITA MINERAL INVESTINDO Tbk subscribed and paid up investment in shares of PT Kalimantan Aluminium Industry (KAI) amounting to Rp 330,624,000,000 with 12.5% share ownership.",investment in subsidiaries,G,GRI102-23,neutral,Action,0.85
Annual_Report_CITA_2023.pdf,199,"PT Kalimantan Aluminium Industry (KAI) has not yet started commercial operations as of December 31, 2023.",mining operations status,E,GRI305,neutral,Outcome,0.78
Annual_Report_CITA_2023.pdf,199,"Mining properties under development include Pangkalan Suka, Simpang Dua, Sandal Simpang Hulu, and subsidiaries of HPAM.",mining development,E,GRI301,neutral,Action,0.92
Annual_Report_CITA_2023.pdf,200,The current estimated provisions for environmental and reclamation expenditures were calculated by management.,environmental and reclamation expenditures,E,GRI304,neutral,Action,0.85
Annual_Report_CITA_2023.pdf,200,Management believes that the accumulated provision for environmental and reclamation expenditures is sufficient to cover all liabilities arising from these activities...,environmental and reclamation expenditures,E,SDG15,positive,Outcome,0.93
Annual_Report_CITA_2023.pdf,201,Provision for environmental and reclamation expenditures,environmental expenditures,E,GRI308,positive,Action,0.95
Annual_Report_CITA_2023.pdf,201,Reclamation and post mining guarantee represents guarantee to government for mining activities,environmental guarantees,E,GRI308,positive,Action,0.95
Annual_Report_CITA_2023.pdf,203,"Perusahaan wajib menjaga rasio Consolidated Net Debt to Consolidated EBITDA maksimal 3,5:1, Interest Service Cover Ratio minimal sebesar 1,75:1 dan Consolidated Net Debt to Equity Ratio maksimal 1,5:1.",Debt Management,G,GRI303,positive,Commitment,0.85
Annual_Report_CITA_2023.pdf,203,"Pada tanggal 31 Desember 2023, Perusahaan telah memenuhi seluruh rasio keuangan yang dipersyarankan.",Financial Compliance,G,GRI303,positive,Outcome,0.85
Annual_Report_CITA_2023.pdf,205,Perhitungan taksiran klaim pajak penghasilan adalah sebagai berikut:,taxation,G,GRI418,neutral,Action,0.95
Annual_Report_CITA_2023.pdf,205,Taksiran klaim pajak penghasilan pada tanggal laporan posisi keuangan konsolidasian terdiri dari klaim untuk tahun pajak sebagai berikut:,taxation,G,GRI418,neutral,Action,0.95
Annual_Report_CITA_2023.pdf,205,"Jumlah pajak penghasilan dibayar di muka (Pasal 22, 23 dan 25)",taxation,G,GRI418,neutral,Action,0.95
Annual_Report_CITA_2023.pdf,206,"The computation of estimated taxable income of 2023, becomes the basis for the preparation of the Annual Tax Return (SPT) submitted by the Company to the Tax Office (KPP).",Tax transparency,G,GRI305,neutral,Action,0.95
Annual_Report_CITA_2023.pdf,207,Deferred tax effects of significant temporary differences between commercial and tax reporting are disclosed.,taxation,G,GRI32105,neutral,Action,0.95
Annual_Report_CITA_2023.pdf,207,Deferred tax assets related to temporary differences are reported at year-end 2023.,taxation,G,GRI32105,neutral,Action,0.92
Annual_Report_CITA_2023.pdf,207,Tax authority objection amounts and their impacts on profit are disclosed for tax years 2021-2023.,taxation,G,GRI32105,neutral,Action,0.89
Annual_Report_CITA_2023.pdf,208,Perusahaan menyetujui sebagian ketetapan pajak tersebut dan telah membukukan tambahan beban pajak sebesar Rp 788.048.253.,tax compliance,G,GRI202,negative,Outcome,0.95
Annual_Report_CITA_2023.pdf,208,Perusahaan telah membellayarkan tambahan pajak Rp 788.048.253.,tax liabilities,G,GRI202,negative,Outcome,0.95
Annual_Report_CITA_2023.pdf,208,"Pada tahun 2023, Perusahaan menerima SKPLB pajak penghasilan No. 00014/406/21/091/23 tertanggal 14 April 2023 atas pajak penghasilan tahun pajak 2021 yang menetapkan klaim atas pajak penghasilan Perusahaan sebesar Rp 1.670.596.875 dan Perusahaan telah menerima pembayaran pada tanggal 17 Mei 2023.",tax refund,G,GRI202,positive,Outcome,0.93
Annual_Report_CITA_2023.pdf,208,Perusahaan telah mengajukan Surat Keberatan No. 001/CITA/TAX/VII/2023 terhadap keputusan SKPLB tahun pajak 2021.,tax dispute,G,GRI202,neutral,Action,0.89
Annual_Report_CITA_2023.pdf,209,Liabilitas imbalan kerja karyawan tahun berjalan total 96.750.753.152 rugi untuk 2023.,employee benefits liabilities,S,GRI412-1,neutral,Outcome,0.95
Annual_Report_CITA_2023.pdf,209,Total beban imbalan kerja karyawan berkurang dari 235.630.182.830 rugi tahun 2022 ke 96.750.753.152 rugi tahun 2023.,pension expense,S,SDG8,positive,Outcome,0.88
Annual_Report_CITA_2023.pdf,209,Perusahaan menggunakan metode 'Projected Unit Credit' dalam perhitunganbackerliabilitas imbalan kerja karyawan.,pension calculation methodology,S,GRI412-1,neutral,Commitment,0.75
Annual_Report_CITA_2023.pdf,210,Manajemen berkeyakinan bahwa liabilitas tersebut di atas cukup untuk memenuhi ketentuan yang berlaku.,employee benefits liabilities,S,GRI303,positive,Commitment,0.92
Annual_Report_CITA_2023.pdf,210,"The details of shares ownership of the Company as of December 31, 2023 and 2022, based on the records maintained by the Company's Share Registrar are as follows:",shareholder ownership structure,G,GRI3,neutral,Action,0.85
Annual_Report_CITA_2023.pdf,212,The primary objective of the Company's capital management is to ensure that they maintain healthy capital ratios in order to support its business and maximize shareholder value.,capital structure,G,GRI401,neutral,Commitment,0.9
Annual_Report_CITA_2023.pdf,212,"The Company is also required by the Limited Liability Company Law No. 40, Year 2007 to contribute and maintain a non-distributable reserve fund until the said reserve reaches $20% of the issued and fully paid share capital.",reserve funds,G,GRI403,neutral,Commitment,0.9
Annual_Report_CITA_2023.pdf,212,The Company will fulfill the required reserve fund in accordance with the prevailing law.,reserve funds,G,GRI403,neutral,Action,0.85
Annual_Report_CITA_2023.pdf,212,The Company manages its capital structure and makes adjustments to it in light of changes in economic conditions.,capital structure,G,GRI401,neutral,Action,0.85
Annual_Report_CITA_2023.pdf,212,"The Company's policy is to maintain a healthy capital structure in order to secure access to finance at a reasonable cost, such as using debt to equity ratio and gearing ratio.",capital structure,G,GRI401,neutral,Commitment,0.9
Annual_Report_CITA_2023.pdf,212,"During the AGM held on June 28, 2023, the shareholders have approved the distribution of cash dividends amounting to Rp 39,603,612,500 or Rp 10 per share.",dividends,G,GRI404,neutral,Action,0.9
Annual_Report_CITA_2023.pdf,213,"During the Shareholders' AGM held on June 30, 2022, the shareholders agreed to appropriate portions of retained earnings for general reserve purposes amounting to Rp 1,000,000,000 from the 2021 net income, in accordance with the prevailing regulations.",corporate governance,G,GRI305,positive,Action,0.95
Annual_Report_CITA_2023.pdf,213,"In 2023, approximately 95.93% of sales were made to related parties.",related party transactions,G,GRI305,neutral,Action,0.82
Annual_Report_CITA_2023.pdf,214,Pengelolaan lingkungan hidup (Catatan 14),environmental management,E,GRI301,positive,Commitment,0.85
Annual_Report_CITA_2023.pdf,215,Pengelolaan lingkungan,environmental_management,E,GRI306,neutral,Action,0.95
Annual_Report_CITA_2023.pdf,215,Mining contribution fee,mining_environmental_contributions,E,GRI306,neutral,Action,0.85
Annual_Report_CITA_2023.pdf,215,Pajak dan perijinan,taxes_and_licenses,G,GRI402,neutral,Outcome,0.95
Annual_Report_CITA_2023.pdf,219,Management sought to manage its exposure to foreign exchange risk by continuously evaluating the structure of monetary assets and liabilities denominated in foreign currencies.,foreign exchange risk management,G,GRI308,neutral,Action,0.95
Annual_Report_CITA_2023.pdf,219,All of the consolidated net sales is derived from sales of bauxite from the Company and its Subsidiaries.,mineral resource sales,E,GRI303,neutral,Outcome,0.85
Annual_Report_CITA_2023.pdf,220,"The Company and its Subsidiaries are obligated to pay mining fees of Rp 60,000/Ha of mining rights explored, developed and exploited and exploitation fee of 7% of sales, these fees are payable to the Ministry of Energy and Mineral Resources of the Republic of Indonesia based on Government Regulation No. 81 Year 2019.",Resource rights and compliance,G,GRI308,positive,Commitment,0.95
Annual_Report_CITA_2023.pdf,221,"Kegiatan usaha Perusahaan dan Entitas Anak telah, dan di masa mendatang mungkin, dipengaruhi oleh perubahan-perubahan dalam peraturan pengelolaan lingkungan hidup.",regulatory compliance,E,GRI305,neutral,Commitment,0.85
Annual_Report_CITA_2023.pdf,221,Kebijakan Perusahaan dan Entitas Anak adalah berusaha untuk memenuhi semua ketentuan yang berlaku yang dikeluarkan oleh Pemerintah Republik Indonesia dengan menerapkan ukuran yang secara teknis dapat dibuktikan dan secara ekonomis memungkinkan.,environmental regulation compliance,E,GRI305,positive,Commitment,0.92
Annual_Report_CITA_2023.pdf,221,Undang-Undang No. 3/2020 mengatur beberapa hal yang salah satunya adalah perpindahan kewenangan pengelolaan dan perizinan dari pemerintah daerah ke pemerintah pusat.,governance structure change,G,GRI306,neutral,Action,0.78
Annual_Report_CITA_2023.pdf,222,wajib melakukan pengolahan dan/atau pemurnian hasil penambangan di dalam negeri,Domestic Processing,G,GRI307,positive,Action,0.9
Annual_Report_CITA_2023.pdf,222,Pemerintah Republik Indonesia juga telah menerbitkan peraturan-peraturan terkait Bea Keluar,Export Duty Compliance,G,GRI307,positive,Commitment,0.9
Annual_Report_CITA_2023.pdf,222,MEMR No. 5/2017 tentang Peningkatan Nilai Tambah Mineral Melalui Kegiatan Pengolahan dan Pemurnian Mineral di dalam Negeri,Resource Efficiency,E,SDG12,positive,Action,0.9
Annual_Report_CITA_2023.pdf,224,Kegiatan ekspor bauksit hasil pencucian dengan kadar Aluminium Oksida (AI203) ≥ 42% dapat dilakukan paling lama sampai dengan tanggal 10 Juni 2023.,resource export regulations,G,GRI305,neutral,Commitment,0.85
Annual_Report_CITA_2023.pdf,224,"Penyelenggaraan penguasaan aktivitas mineral dan batubara yang tadinya dilakukan oleh Pemerintah Pusat dan/atau Pemerintah Daerah, sekarang terpusat Pemerintah Pusat.",governance structure,G,SDG16.5,neutral,Action,0.9
Annual_Report_CITA_2023.pdf,224,Kegiatan eksplorasi wajib dilanjutkan oleh pemegang IUP termasuk menyediakan anggaran eksplorasi dan juga Dana Kelolaan Cadangan Mineral dan Batubara untuk kegiatan eksplorasi cadangan baru.,resource exploration,E,GRI303,neutral,Action,0.8
Annual_Report_CITA_2023.pdf,224,melaksanakan aktivitas reklamasi dan pasca tambang hingga memenuhi standar kriteria keberhasilan yang sesuai dengan dokumen rencana reklamasi dan dokumen rencana pasca tambang.,land reclamation,E,SDG15.1,neutral,Outcome,0.92
Annual_Report_CITA_2023.pdf,225,Permen No. 7/2020 regulates the preparation and determination of Mining Permit Areas ('WIUP') and Special Mining Permit Areas ('WIUPK').,Mining Permit Procedures,E,GRI305,neutral,Commitment,0.95
Annual_Report_CITA_2023.pdf,225,"The company obtained renewal recommendation letters for export approval of mining products with certain criteria, valid until April 5, 2023.",Material Export Compliance,G,GRI308,positive,Action,0.88
Annual_Report_CITA_2023.pdf,226,Management continuously monitored the development and implementation of the new Mining Law and Government Regulation in mining and analyzed the impact on the Company and its Subsidiaries' operations.,compliance impact,G,GRI306,neutral,Commitment,0.85
Annual_Report_CITA_2023.pdf,226,The Company and its Subsidiaries' management believes that the provision of the new Mining Law will have no significant impact to the Company and its Subsidiaries.,regulation impact,G,GRI306,neutral,Commitment,0.82
Annual_Report_CITA_2023.pdf,228,Perusahaan dan PT Prima Inti Kapuas mengadakan beberapa perjanjian kerjasama untuk melakukan pekerjaan pengangkutan.,supply chain partnerships,G,GRI302,neutral,Action,0.7
Annual_Report_CITA_2023.pdf,228,Perusahaan dan PT Hasta Panca Mandiri Utama mengadakan beberapa perjanjian kerjasama untuk melakukan pekerjaan pengangkutan.,supply chain partnerships,G,GRI302,neutral,Action,0.7
Annual_Report_CITA_2023.pdf,228,Perusahaan dan PT Kalimantan Mitra Persada mengadakan beberapa perjanjian kerjasama untuk melakukan pekerjaan pengangkutan hasil tambang.,supply chain partnerships,G,GRI302,neutral,Action,0.7
Annual_Report_CITA_2023.pdf,228,Perusahaan dan PT Jaga Usaha Sandai mengadakan beberapa perjanjian kerjasama untuk melakukan pekerjaan pengangkutan.,supply chain partnerships,G,GRI302,neutral,Action,0.7
Annual_Report_CITA_2023.pdf,230,The Company and PT Harapan Wahyu Abadi entered into a cooperation agreement for land clearing and stripping overburden located at the mining area.,land clearing,E,SDG15,neutral,Action,0.85
Annual_Report_CITA_2023.pdf,230,"The Company and PT Famoes Pratama entered into a cooperation agreement for maintaining bauxite processing plant, engine bauxite processing plant, and slurry pump bauxite processing plant.",infrastructure maintenance,G,SDG9,neutral,Action,0.9
Annual_Report_CITA_2023.pdf,231,"Perusahaan dan CV Dua Sahabat Abadi mengadakan perjanjian kerjasama untuk melakukan pekerjaan perawatan bauxite processing plant, engine dan slurry pump bauxite processing plant.",infrastructure maintenance,G,GRI102-1,neutral,Commitment,0.85
Annual_Report_CITA_2023.pdf,231,Perusahaan dan PT Ratu Intan Mining mengadakan perjanjian kerjasama untuk melakukan pekerjaan perawatan jalan hauling.,infrastructure maintenance,G,GRI102-1,neutral,Commitment,0.82
Annual_Report_CITA_2023.pdf,231,Perjanjian sewa menyewa slurry pump dan infrastruktur pendukungnya,equipment rental,G,GRI102-1,neutral,Commitment,0.78
Annual_Report_CITA_2023.pdf,231,Perjanjian sewa menyewa excavator,equipment rental,G,GRI102-1,neutral,Commitment,0.8
Annual_Report_CITA_2023.pdf,233,We have complied with government regulations requiring the placement of DHE SDA into the Indonesian financial system by depositing into special DHE SDA accounts within three months of export registration.,compliance,G,GRI303,neutral,Action,0.85
Annual_Report_CITA_2023.pdf,233,"We ensured all imports of operational goods, equipment, and raw materials were sourced locally to meet quality specifications and support national industries.",domestic procurement,E,GRI305,neutral,Commitment,0.78
Annual_Report_CITA_2023.pdf,233,We implemented electronic payment systems for mining royalties and production fees to streamline financial processes and ensure regulatory adherence.,payment systems,G,GRI305,neutral,Action,0.78
Annual_Report_CITA_2023.pdf,234,IUP-Exploration holders must include a reclamation plan in their exploration work plan and budget.,reclamation and post-mining activities,E,GRI305,neutral,Action,0.95
Annual_Report_CITA_2023.pdf,234,IUP-Exploration holders must provide a reclamation guarantee in the form of a time deposit placed at a state-owned bank.,reclamation and post-mining activities,E,GRI305,neutral,Action,0.95
Annual_Report_CITA_2023.pdf,234,PP No. 26/2022 sets out the production royalty tariff that should be paid by mining companies to the Government.,royalty payments,G,GRI306,neutral,Action,0.95
Annual_Report_CITA_2023.pdf,234,"The Omnibus Law focuses on increasing the ease of doing business in Indonesia (e.g., simplifying licensing processes, formalizing economic zones).",government regulations,S,GRI412,positive,Commitment,0.93
Annual_Report_CITA_2023.pdf,236,"30% of the cash proceeds from export sales that have export values of at least US$250,000 or its equivalent must be placed in the special account for a holding period of at least three months.",export proceeds regulation,G,GRI301,neutral,Action,0.9
Annual_Report_CITA_2023.pdf,236,"The Company and its Subsidiaries, which directly operates in the mining sector attempt to make an accurate estimate of resources by setting basic standards in all stages of mining activity.",mineral resource estimation,E,GRI303,positive,Action,0.85
Annual_Report_CITA_2023.pdf,236,The real production and revenues related to mineral resources may differ from estimates that have been made previously.,mineral content risk,E,GRI303,negative,Outcome,0.75
Annual_Report_CITA_2023.pdf,237,Implementation of standards and methods of calculation will be introduced...,Environmental reporting standards,G,GRI305,positive,Commitment,0.92
Annual_Report_CITA_2023.pdf,237,modifying factors (such as consideration of...environmental...factors),environmental considerations in reserve calculations,E,GRI305,neutral,Commitment,0.9
Annual_Report_CITA_2023.pdf,237,Social factors...,social considerations in reserve calculations,S,GRI305,neutral,Commitment,0.9
Annual_Report_CITA_2023.pdf,237,Governmental factors...,governmental regulations in resource reporting,G,GRI305,neutral,Commitment,0.88
Annual_Report_CITA_2023.pdf,237,potential decrease in mining reserves...,mining reserve management,E,GRI305,negative,Outcome,0.93
Annual_Report_CITA_2023.pdf,237,opportunities...additional income from processing...,mineral processing investments,E,SDG8,positive,Outcome,0.91
Annual_Report_CITA_2023.pdf,237,decrease the potential interference by third parties...,governance of mining operations,G,GRI305,positive,Outcome,0.9
Annual_Report_CITA_2023.pdf,238,menerapkan zero accident policies,worker safety,S,GRI405,positive,Commitment,0.85
Annual_Report_CITA_2023.pdf,238,menetapkan tata kelola lingkungan yang memenuhi standar,environmental management,E,GRI308,positive,Action,0.9
Annual_Report_CITA_2023.pdf,238,memberikan pelatihan dan pendidikan kepada karyawan,employee training,S,GRI404,positive,Action,0.8
Annual_Report_CITA_2023.pdf,238,membina hubungan yang baik dengan karyawan dan warga sekitar,community relations,S,GRI407,positive,Action,0.75
Annual_Report_CITA_2023.pdf,239,Perusahaan dan Entitas Anak berupaya mengelola dan mengendalikan risiko kredit dengan menetapkan batasan jumlah risiko yang dapat diterima untuk pelanggan individu dan memantau risiko terkait dengan batasan-batasan tersebut.,credit risk management,G,GRI305,positive,Action,0.9
Annual_Report_CITA_2023.pdf,239,Tidak ada risiko kredit yang terpusat secara signifikan.,credit risk concentration,G,GRI305,positive,Outcome,0.9
Annual_Report_CITA_2023.pdf,239,Tidak ada analisis sensitivitas yang dilakukan karena Perusahaan dan Entitas Anak tidak memperkirakan adanya dampak material terhadap laba atau rugi Perusahaan dan Entitas Anak yang timbul dari dampak perubahan suku bunga yang wajar pada instrumen keuangan berbunga pada akhir periode pelaporan.,interest rate risk management,G,GRI305,positive,Outcome,0.8
Annual_Report_CITA_2023.pdf,240,Management manages the liquidity risks by continuously monitoring the rolling forecasts of the Company and its Subsidiaries' liquidity reserve on the basis of expected cash flows and reviewing financing requirements for working capital and funding activities on a regular basis and where deemed necessary.,liquidity risk,G,GRI304,positive,Action,0.9
Annual_Report_CITA_2023.pdf,240,Prudent liquidity risk management implies maintaining sufficient cash on hand and in banks to meet operating capital requirements.,liquidity management,G,GRI305,positive,Commitment,0.85
Annual_Report_CITA_2023.pdf,241,"The goal of equity management for the company and subsidiaries is to ensure the company's ability to continuously operate and generate profits for shareholders and other stakeholders, and to maintain optimal capital structure to reduce capital costs.",equity management,G,GRI303,neutral,Commitment,0.85
Annual_Report_CITA_2023.pdf,243,Perusahaan menerima Keputusan Keberatan dari Direktorat Jenderal Pajak yang mengabulkan seluruhnya keberatan yang diajukan oleh Perusahaan atas Keputusan SKPLB tahun pajak 2021.,Tax Compliance,G,GRI40301-02,positive,Outcome,0.92
Annual_Report_CITA_2023.pdf,243,Perusahaan menerima Surat Ketetapan Pajak Kurang Bayar (SKPKB) atas pajak penghasilan untuk tahun pajak 2019.,Tax Compliance,G,GRI40301-02,negative,Outcome,0.95
Annual_Report_CITA_2023.pdf,243,Perusahaan menerima Surat Ketetapan Pajak Kurang Bayar (SKPKB) atas pajak penghasilan final untuk tahun pajak 2020.,Tax Compliance,G,GRI40301-02,negative,Outcome,0.95
Annual_Report_CITA_2023.pdf,243,"Standar dan amendemen atas PSAK relevan bagi Perusahaan sudah diterbitkan namun belum berlaku efektif, dengan penerapan dini diijinkan.",Accounting Policies,G,GRI103-01,positive,Commitment,0.8
Annual and Sustainability Report - 2023 - Greenwood Sejahtera.pdf,,"Preserving Integrity, Maintaining Compliance",governance,G,GRI400,positive,Commitment,0.6
yearly_report_2023 (1).pdf,,We publish an annual sustainability report to engage stakeholders.,transparency,G,GRI201,positive,Action,0.75
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,We are committed to sustainable agriculture and reducing our environmental impact through the adoption of climate-smart farming practices.,environmental management,E,GRI306,positive,Commitment,0.95
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,"Our greenhouse gas emissions have been reduced by 15% compared to last year, reaching 12,000 metric tons CO2 equivalent.",emissions,E,GRI305,positive,Outcome,0.93
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,We aim to achieve a 20% reduction in energy consumption by 2025 through the adoption of renewable energy sources and energy-efficient machinery.,energy consumption,E,GRI305,positive,Action,0.95
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,Our water usage has decreased by 12% due to the installation of water-saving irrigation systems and rainwater harvesting initiatives.,water usage,E,GRI303,positive,Outcome,0.92
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,We have implemented a comprehensive waste management system that reduced organic waste to landfills by 40% through composting and biogas production.,waste management,E,GRI306,positive,Action,0.94
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,"Community development programs have benefited over 5000 local residents through education, healthcare access, and livelihood improvement initiatives.",community engagement,S,GRI405,positive,Outcome,0.91
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,"We have increased female representation in our workforce to 45% across all levels, exceeding our previous year's target.",workforce diversity,S,GRI407,positive,Outcome,0.93
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,"Employee training programs have been enhanced to improve skills in sustainable farming techniques, safety protocols, and digital tools.",employee training,S,GRI403,positive,Action,0.92
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,We have implemented a policy to ensure transparent governance practices and ethical business conduct across all subsidiaries.,governance,G,GRI202,positive,Commitment,0.94
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,"Our board of directors now includes 30% female members, reflecting our commitment to gender-balanced leadership.",board diversity,G,GRI407,positive,Outcome,0.91
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,"The company has achieved zero fatalities in operations for the third consecutive year, exceeding industry safety benchmarks.",occupational health & safety,S,GRI406,positive,Outcome,0.95
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,"We have increased investments in renewable energy projects, with 30% of our electricity now sourced from solar panels installed in 2023.",renewable energy,E,GRI305,positive,Action,0.93
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,Employee grievance redressal mechanisms have been strengthened with a digital platform for anonymous reporting and resolution tracking.,employee relations,S,GRI403,positive,Action,0.92
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,We have implemented a strict anti-corruption policy and conducted mandatory ethics training for all employees and partners.,anti-corruption,G,GRI205,positive,Action,0.94
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,"The company has received multiple certifications for environmental management (e.g., ISO 14001) and corporate governance (e.g., ISO 37001).",certifications,E,GRI306,positive,Outcome,0.95
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,We are the only company in the sector to have achieved third-party verification for gender equality initiatives aligned with UN Women Empowerment Principles.,gender equality,S,GRI407,positive,Outcome,0.93
BaritoRenewables2023.pdf,,Towards Indonesia's Net Zero Emission,emissions,E,GRI305,positive,Commitment,0.85
PT Cita Mineral Investindo Tbk 2023 Sustainability Report (1).pdf,,We adapt to be resilient.,resilience,E,SDG13,positive,Commitment,0.85
Annual_Report_CITA_2023.pdf,244,The Company and its Subsidiaries are presently evaluating and have not yet determined the effects of these new and amended accounting standards on the consolidated financial statements.,accounting standards evaluation,G,GRI102,neutral,Action,0.75
Annual_Report_CITA_2023.pdf,244,The change in the Indonesian Financial Reporting Standards nomenclature... will not affect the contents of each PSAK and ISAK.,accounting standards nomenclature,G,GRI102,neutral,Action,0.8
Sustainability Report 2023 PT Berlina Tbk.pdf,4,*Company hasn't measured the efl coherent measure.*,measurement of environmental impacts,E,GRI305,negative,Outcome,0.95
Sustainability Report 2023 PT Berlina Tbk.pdf,4,*Perseroan belum melakukan pengukuran efluen.*,measurement of environmental impacts,E,GRI305,negative,Outcome,0.95
Annual and Sustainability Report - 2023 - Greenwood Sejahtera.pdf,,"Preserving Integrity, Maintaining Compliance",governance,G,GRI400,positive,Commitment,0.6
yearly_report_2023 (1).pdf,,We publish an annual sustainability report to engage stakeholders.,transparency,G,GRI201,positive,Action,0.75
Sustainability-Quarterly-Report_Q2-2023_Upload1-2.pdf,,We are committed to sustainable agriculture and reducing our environmental impact through the adoption of climate-smart farming practices.,environmental management,E,GRI306,positive,Commitment,0.95
